account_name_en,account_name_cn_x,year,cost_center_x,income_amt,gross_profit_amt,human_cost_amt,service_outsourcing_amt,labor_service_outsourcing_amt,account_name_cn_y,cost_center_y,人力,场地,增值,报关代理,操作,短驳运输,索赔及返利,设备使用,bms_total,operation_fee,op_pct,wh_pct,va_pct,type
INTEL,英特尔,2021,"{'INTELCDXKS', 'INTELCDIHS'}",5835236.91,1128946.2200000002,1013021.49,-194539.65999999997,1300829.79,英特尔,{'INTELCDXKS'},192233.679245283,0.0,23085.0,293378.8099056604,148363.1603773585,409259.7723382749,0.0,0.0,1066320.421866577,340596.8396226415,0.31941322011486206,0.0,0.021649214932590408,平衡型
JOHNSON & JOHNSON,强生,2020,"{'JOHNSTP02T', 'JOHNSSHTRT', 'JOHNSVAS1P', 'JOHNSM101S', 'JOHNSSHMFS', 'JOHNSSHMFP'}",57958382.86,4724632.050000004,11544428.76,340042.7099999988,10356840.18,强生,"{'JOHNSSHMFS', 'JOHNSSHMFP'}",10055445.0,2395344.629716981,707396.9716981133,0.0,0.0,0.0,0.0,369190.77358490566,13527377.375,10055445.0,0.7433403180267232,0.17707383798901236,0.05229372642515736,操作型
JOHNSON & JOHNSON,强生,2021,"{'JOHNSTP02T', 'JOHNSSHTRT', 'JOHNSVAS1P', 'JOHNSM101S', 'JOHNSSHMFS', 'JOHNSSHMFP'}",47715707.6,3394993.79,9654021.75,349284.41,9888165.45,强生,"{'JOHNSSHMFS', 'JOHNSSHMFP'}",7225049.240408805,2316362.1677106917,642854.6886792453,0.0,0.0,0.0,0.0,408207.77358490566,10592473.870383646,7225049.240408805,0.6820927130733742,0.218679998275681,0.06068975921447913,操作型
KUKA,顾家家居,2021,"{'KUKAXJSTRD', 'KUKAXHZTRD', 'KUKAXCZWJS', 'KUKAXJHWHS', 'KUKAXCZTRD', 'KUKAXWXIHS'}",11174819.72,-1844263.4700000004,296305.06,555905.87,257067.66999999998,顾家家居,{'KUKAXWXIHS'},0.0,94857.77358490566,0.0,0.0,142286.20754716982,0.0,0.0,0.0,237143.98113207548,142286.20754716982,0.5999992361936635,0.4000007638063366,0.0,操作型
Keysight Technologies,是德科技,2020,"{'KEYSIBJIHS', 'KEYSISHYXS', 'KEYSISHIHS'}",2603831.02,917332.56,1322295.29,117056.87,222300.57,是德科技,"{'KEYSIBJIHS', 'KEYSISHYXS', 'KEYSISHIHS'}",50082446.60144514,55513.35,360.2398885077187,0.0,11925.733333333334,1649.6029999999998,0.0,0.0,50151895.52766698,50094372.33477847,0.9988530205631655,0.0011069043236735748,7.18297652994965e-06,操作型
Keysight Technologies,是德科技,2021,"{'KEYSIBJIHS', 'KEYSISHYXS', 'KEYSISHIHS'}",2365504.52,691076.86,1227171.86,12481.2,331133.64999999997,是德科技,"{'KEYSIBJIHS', 'KEYSISHYXS', 'KEYSISHIHS'}",242811.47764352217,114227.84,445.8052029731275,0.0,30430.151635220125,5422.278594546381,0.0,0.0,393337.5530762618,273241.6292787423,0.6946746557549393,0.290406647182892,0.0011333908992073613,操作型
LAM RESEARCH,拉姆研究,2020,"{'LAMREXMXAS', 'LAMREDLTZS', 'LAMREWXIHS', 'LAMREXAEPS', 'LAMREWHSLS', 'LAMRENJLHS', 'LAMREBJDSS', 'LAMRESHLDS', 'LAMREHFCBS'}",21346945.96,2659970.8299999987,4648404.62,50041.16,193793.38999999998,拉姆研究,"{'LAMREXMXAS', 'LAMREDLTZS', 'LAMREWXIHS', 'LAMREXAEPS', 'LAMREWHSLS', 'LAMRENJLHS', 'LAMREBJDSS', 'LAMRESHLDS', 'LAMREHFCBS'}",2343537.7358490564,1786682.3899371068,30201.08176100629,847090.9748427673,1626397.6171383648,647.0,0.0,0.0,6634556.799528301,3969935.352987421,0.5983723514537811,0.2692994338467545,0.004552087301920983,操作型
LAM RESEARCH,拉姆研究,2021,"{'LAMREXMXAS', 'LAMREDLTZS', 'LAMREWXIHS', 'LAMREXAEPS', 'LAMREWHSLS', 'LAMRENJLHS', 'LAMREBJDSS', 'LAMRESHLDS', 'LAMREHFCBS'}",20533690.51,1761135.4499999986,4825998.54,46257.74,384022.08,拉姆研究,"{'LAMREXMXAS', 'LAMREDLTZS', 'LAMREWXIHS', 'LAMREXAEPS', 'LAMREWHSLS', 'LAMRENJLHS', 'LAMREBJDSS', 'LAMRESHLDS', 'LAMREHFCBS'}",3892714.445642408,2765326.0188679243,110894.43396226416,732548.6758618823,1441499.208506902,186128.3358191075,0.0,0.0,9129111.11866049,5334213.65414931,0.584308108951137,0.30291295427606535,0.012147341895706452,操作型
Landbase,乐缤士,2020,{'LANDBSHKQP'},2988519.36,-164711.2300000003,296735.99,626003.0199999999,913512.3500000001,乐缤士,{'LANDBSHKQP'},0.0,37959.70047169812,0.0,0.0,100321.46140026758,0.0,0.0,0.0,138281.16187196568,100321.46140026758,0.7254889967814637,0.27451100321853633,0.0,操作型
Landbase,乐缤士,2021,{'LANDBSHKQP'},4823649.64,640798.9699999979,419060.16000000003,2268111.65,403811.84,乐缤士,{'LANDBSHKQP'},0.0,204833.00943396226,0.0,0.0,652310.3355802635,0.0,0.0,0.0,857143.3450142258,652310.3355802635,0.7610282916790742,0.23897170832092582,0.0,操作型
MICHELIN,米其林,2020,"{'MICHEBJXWS', 'MICHETCTGS', 'MICHESYTRT', 'MICHESHXCS', 'MICHELZB5S', 'MICHETCTRT'}",90929763.16,16502221.509999994,4934391.45,40051.96999999997,3592854.07,米其林,"{'MICHEBJXWS', 'MICHELZB5S', 'MICHESHXCS', 'MICHETCTGS'}",0.0,19931.134433962263,6053.287306745574,0.0,1136336.562301713,535259.0562898279,0.0,0.0,1697580.040332249,1136336.562301713,0.669386146929078,0.011740909977983341,0.0035658332231338144,操作型
MICHELIN,米其林,2021,"{'MICHEBJXWS', 'MICHETCTGS', 'MICHESYTRT', 'MICHESHXCS', 'MICHELZB5S', 'MICHESHIHS', 'MICHETCTRT'}",96419424.71,19616167.599999998,4830943.19,33367.23,3911299.7800000003,米其林,"{'MICHEBJXWS', 'MICHETCTGS', 'MICHESHXCS', 'MICHELZB5S', 'MICHESHIHS'}",0.0,355182.7177201258,8510.595597484276,0.0,6479602.486905426,9397361.405388687,0.0,0.0,16240657.205611723,6479602.486905426,0.3989741551017094,0.02186997196131925,0.0005240302464202966,平衡型
Mars Wrigley Confectionary,玛氏 箭牌糖果,2020,"{'MARSXBJALP', 'MARSXCDXXP', 'MARSXSHTRT', 'MARSXSYFMS', 'MARSXCNTRT', 'MARSXBJSHS', 'MARSXGDTRT', 'MARSXBJSHD', 'MARSXJXXWP', 'MARSXJXXWS', 'MARSXCDXXS', 'MARSXWHIHP'}",176196335.58,25415110.22000004,14650264.32,24407916.8,9437955.35,玛氏 箭牌糖果,"{'MARSXBJALP', 'MARSXCDXXP', 'MARSXSYFMS', 'MARSXBJSHS', 'MARSXJXXWS', 'MARSXJXXWP', 'MARSXCDXXS', 'MARSXWHIHP'}",1997309.785754717,3071867.3072460727,1369472.4253812826,852.0,1307632.7105457145,0.0,0.0,409645.5794025157,8156779.808330303,3304942.4963004314,0.4051773584626106,0.3766029461907083,0.16789375924830982,平衡型
Midea,美的,2020,"{'MIDEASZXCS', 'MIDEASUCHS'}",9274471.41,474330.08999999904,370131.12999999995,2940130.5900000003,5197154.39,美的,{'MIDEASZXCS'},0.0,0.0,0.0,0.0,0.0,0.0,0.0,94339.62264150944,94339.62264150944,0.0,0.0,0.0,0.0,平衡型
Midea,美的,2021,"{'MIDEASZXCS', 'MIDEASUCHS'}",5364706.98,-42226.96999999986,250312.72999999998,4961654.72,0.0,美的,"{'MIDEASZXCS', 'MIDEASUCHS'}",22784.32075471698,73739.69226415094,0.0,0.0,2779686.398113208,0.0,0.0,188679.24528301888,3064889.6564150946,2802470.718867925,0.9143789933846712,0.02405949333601848,0.0,操作型
NIANCE,妮瑞斯,2020,"{'NIANCSHTRD', 'NIANCSHTDD', 'NIANCSHDQS'}",217832.98,105773.55,4843.0599999999995,16.75,0.0,妮瑞斯,{'NIANCSHDQS'},2190.933962264151,10202.547169811322,2465.8614779874215,623.3333333333334,14786.724056603774,0.0,0.0,0.0,30269.4,16977.658018867925,0.5608851850009555,0.33705812370946636,0.08146383734026513,操作型
NIANCE,妮瑞斯,2021,"{'NIANCSHTRD', 'NIANCSHTDD', 'NIANCSHDQS'}",297017.43,139751.29,11002.24,76.25,0.0,妮瑞斯,{'NIANCSHDQS'},10512.917578616352,17115.283018867925,7890.4866689128485,2987.166666666667,27322.668311320755,0.0,0.0,0.0,65828.52224438454,37835.58588993711,0.5747597637005234,0.2599979831740478,0.11986425336451999,操作型
Nespresso,浓遇咖啡,2021,{'NESPRSHTRR'},10556330.15,2076023.2800000007,350863.03,1210.68,0.0,浓遇咖啡,{'NESPRSHTRR'},0.0,0.0,0.0,0.0,0.0,14823.476800926983,0.0,0.0,14823.476800926983,0.0,0.0,0.0,0.0,平衡型
Nexperia,安世,2020,"{'NEXPEDGIHS', 'NEXPEDGTMS', 'NEXPEDGWHS'}",23916241.83000001,9132975.20000001,4113973.2800000003,820815.7499999998,4995174.95,安世,"{'NEXPEDGIHS', 'NEXPEDGWHS'}",140119.77845013476,0.0,450283.25778301887,0.0,1980018.854606918,0.0,0.0,1343475.7333333334,3913897.624173405,2120138.6330570527,0.5416949641100577,0.0,0.11504727538143422,操作型
Nexperia,安世,2021,"{'NEXPEDGIHS', 'NEXPEDGTMS', 'NEXPEDGWHS'}",21681896.59000001,7964023.330000009,4222475.49,-754219.7899999999,6211586.43,安世,"{'NEXPEDGIHS', 'NEXPEDGTMS', 'NEXPEDGWHS'}",161592.46011253685,93852.07547169812,572482.9126650944,0.0,3348738.5118727987,172263.27743119266,0.0,1343475.7333333334,5692404.970886654,3510330.9719853355,0.6166692267923031,0.01648724501360971,0.10056960381297747,操作型
Olympus Lifescience,奥林巴斯 生命科学,2020,{'OLYXXSHKQS'},2702893.87,728098.1099999999,511523.18,559857.7699999999,846315.12,奥林巴斯 生命科学,{'OLYXXSHKQS'},217343.22641509434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217343.22641509434,217343.22641509434,1.0,0.0,0.0,操作型
Olympus Lifescience,奥林巴斯 生命科学,2021,{'OLYXXSHKQS'},2194324.93,432251.5499999998,342832.26,313684.4900000002,1044436.28,奥林巴斯 生命科学,{'OLYXXSHKQS'},348873.9198113207,78629.11,0.0,0.0,0.0,0.0,0.0,0.0,427503.0298113207,348873.9198113207,0.816073560847737,0.18392643915226312,0.0,操作型
Otis,奥的斯电梯,2021,"{'OTISXCQIHS', 'OTISXSHTRD', 'OTISXSHIHS'}",4973719.5200000005,897165.9200000002,260010.37,228025.14999999997,1721784.53,奥的斯电梯,"{'OTISXCQIHS', 'OTISXSHIHS'}",543197.2996069182,471098.22251572326,187185.55188679247,0.0,292801.1832075472,0.0,0.0,44701.51886792453,1538983.7760849057,835998.4828144654,0.5432146172074678,0.30610993425426,0.12162932111148224,操作型
Outerstuff,傲司弗,2020,"{'NIANCSHTRD', 'OUTSFSHDQS', 'NIANCSHDQS'}",236133.54,110579.30000000002,27546.52,182.05,0.0,傲司弗,{'NIANCSHDQS'},2190.933962264151,10202.547169811322,2465.8614779874215,623.3333333333334,14786.724056603774,0.0,0.0,0.0,30269.4,16977.658018867925,0.5608851850009555,0.33705812370946636,0.08146383734026513,操作型
Qingmutec,青木科技,2021,{'ECCOXSHSJS'},10428346.889999999,-6505256.060000001,1508082.45,1549680.64,2441007.73,青木科技,{'ECCOXSHSJS'},55721.91981132075,245532.11804402515,120596.54214098165,0.0,230735.08511872735,0.0,0.0,0.0,652585.6651150549,286457.00493004813,0.43895693736935515,0.3762450375013008,0.1847980251293441,平衡型
ROYAL DUTCH SHELL,荷兰皇家壳牌,2020,{'SHELLBJWHS'},1049958.1199999999,334286.72000000003,674675.37,4036.77,0.0,荷兰皇家壳牌,{'SHELLBJWHS'},611603.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611603.3,611603.3,1.0,0.0,0.0,操作型
ROYAL DUTCH SHELL,荷兰皇家壳牌,2021,{'SHELLBJWHS'},631440.48,-90549.60999999996,683790.8999999999,2433.2599999999998,0.0,荷兰皇家壳牌,{'SHELLBJWHS'},542881.6466037736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542881.6466037736,542881.6466037736,1.0,0.0,0.0,操作型
SCREEN Graphic + Precision Solution,斯库林集团,2021,{'SCREESHZCS'},711289.3799999999,194289.12999999992,143979.80000000002,1100.65,0.0,斯库林集团,{'SCREESHZCS'},0.0,3663.2075471698113,0.0,181640.6442799118,10546.698113207545,39424.77064220183,0.0,0.0,235275.320582491,10546.698113207545,0.04482704810303177,0.015569875914313915,0.0,平衡型
SENSATA,森萨塔,2020,"{'SENSACZIHS', 'SENSALZDCS'}",3255193.38,553584.77,555334.42,4329.730000000063,1885901.99,森萨塔,"{'SENSACZIHS', 'SENSALZDCS'}",380735.858490566,7250.0,4250.0,0.0,4500.0,57400.0,0.0,0.0,454135.858490566,385235.858490566,0.8482832863517838,0.015964385688672957,0.009358432989911734,操作型
SENSATA,森萨塔,2021,"{'SENSACZIHS', 'SENSALZDCS'}",2793602.05,270072.71000000014,492835.07,13455.31,1848239.25,森萨塔,"{'SENSACZIHS', 'SENSALZDCS'}",980089.8113207547,13050.0,243397.11320754717,0.0,6750.0,24690.666666666664,0.0,0.0,1267977.5911949687,986839.8113207547,0.7782785896008905,0.010291979992880953,0.191956951682533,操作型
SF Express,顺丰速运,2021,"{'HUAWEDHWMS', 'SFELCSHMHS', 'SFMLCSHTRT', 'HUAWEMAC1S', 'HUAWEDHW1S', 'HUAWETP03T', 'HUAWEMAC1T', 'HUAWEI191S'}",25660784.01,5660119.960000003,3655525.67,8618181.1,1076937.69,顺丰速运,"{'HUAWEDHW1S', 'SFELCSHMHS', 'HUAWEDHWMS'}",936027.3366709226,1719516.9785208586,1491803.217264151,51740.094083247335,1530275.502171698,0.0,0.0,0.0,5729363.128710878,2466302.8388426206,0.43046718866247624,0.30012358090972574,0.26037854186418286,平衡型
SGMW,上汽通用五菱,2020,"{'SGMWALZB1S', 'SGMWALZH1S', 'SGMWALZB2S', 'SGMWALZH3S', 'SGMWALZB3S', 'SGMWALZB5D', 'SGMWALZB4S', 'SGMWACQSGS', 'SGMWALZH2S', 'SGMWALZB6S', 'SGMWATLYZS', 'SGMWAXAKGS', 'SGMWALZB7S', 'SGMWAQDHDS'}",100171116.62000002,9317973.390000017,12411026.65,19834343.97,32829679.78,上汽通用五菱,"{'SGMWALZB1S', 'SGMWALZH1S', 'SGMWALZB2S', 'SGMWALZH3S', 'SGMWALZB3S', 'SGMWALZB4S', 'SGMWACQSGS', 'SGMWALZH2S', 'SGMWALZB6S', 'SGMWATLYZS', 'SGMWAXAKGS', 'SGMWAQDHDS'}",586222.2046616683,-288251.0986792453,1584003.8410849057,0.0,20871664.464905813,58048.348623853206,0.0,108968.84089398023,22920656.601490974,21457886.66956748,0.9361811505945976,-0.012576040193390215,0.0691081354528852,操作型
SGMW,上汽通用五菱,2021,"{'SGMWALZB1S', 'SGMWALZH1S', 'SGMWALZB2S', 'SGMWALZH3S', 'SGMWALZB3S', 'SGMWALZB5D', 'SGMWALZB4S', 'SGMWACQSGS', 'SGMWALZH2S', 'SGMWALZB6S', 'SGMWALZB7S', 'SGMWATLYZS', 'SGMWAXAKGS', 'SGMWAQDHDS'}",101148127.58,12178644.829999998,12001885.81,17341216.27,35226478.41,上汽通用五菱,"{'SGMWALZB1S', 'SGMWALZH1S', 'SGMWALZH3S', 'SGMWALZB3S', 'SGMWALZB4S', 'SGMWACQSGS', 'SGMWALZH2S', 'SGMWAXAKGS', 'SGMWATLYZS', 'SGMWAQDHDS'}",68932.71808027221,-738795.473674753,369448.2924528302,0.0,25973929.95512004,32973.84243667408,0.0,0.0,25706489.334415063,26042862.67320031,1.0130851527180307,-0.028739648734752595,0.014371791015361405,操作型
SIEMENS,西门子,2021,"{'SIEMESUEPS', 'SIEMESUTRT'}",70774332.53000002,15460832.30000002,6021802.399999999,1718151.18,0.0,西门子,{'SIEMESUEPS'},0.0,1102770.8492857143,166108.37163522013,54805.198113207545,1794840.2296161908,0.0,0.0,0.0,3118524.6486503324,1794840.2296161908,0.5755414600917073,0.35361941094901495,0.053265050095759305,操作型
SKF,瑞典滚珠轴承,2021,"{'SKFCNSHMFS', 'SKFSHDLSMS', 'SKFSHSHIHS'}",18006491.39,2190864.0599999996,2755184.29,2277833.21,6084240.16,瑞典滚珠轴承,"{'SKFCNSHMFS', 'SKFSHDLSMS', 'SKFSHSHIHS'}",1809543.598254717,571898.3494654088,372149.31132075476,0.0,3776911.536917502,130781.94426605503,0.0,241418.28310235433,6902703.023326792,5586455.135172219,0.8093141362584363,0.08285136236236042,0.053913562565725964,操作型
STARBUCKS,星巴克,2020,"{'STARBSHTRT', 'STARBWHTRT', 'STARBCDXXS', 'STARBBJTRT', 'STARBXMTRT', 'STARBCDTRT', 'STARBGZHPS', 'STARBSYXXS', 'STARBSYTRT', 'STARBQDTRT', 'STARBGZTRT', 'STARBSHHTS', 'STARBXATRT', 'STARBBJALS'}",232694746.37000003,21507205.920000046,22540766.51,5631452.160000001,8489771.43,星巴克,"{'STARBCDXXS', 'STARBGZHPS', 'STARBSYXXS', 'STARBSHHTS', 'STARBBJALS'}",5494033.499685534,5043928.29781661,269179.820754717,0.0,778272.5821614707,0.0,0.0,1304931.970125786,12890346.170544118,6272306.081847005,0.48658942117318194,0.3912950227312398,0.02088228021135871,平衡型
STARBUCKS,星巴克,2021,"{'STARBSHTRT', 'STARBWHTRT', 'STARBCDXXS', 'STARBBJTRT', 'STARBXMTRT', 'STARBCDTRT', 'STARBGZHPS', 'STARBSYXXS', 'STARBSZQAS', 'STARBSYTRT', 'STARBQDTRT', 'STARBGZTRT', 'STARBHZSCS', 'STARBSHHTS', 'STARBXATRT', 'STARBBJALS', 'STARBBJZWS'}",245271810.02000004,27130165.25000006,20134503.02,7634018.98,10917482.26,星巴克,"{'STARBSZQAS', 'STARBGZHPS', 'STARBSYXXS', 'STARBHZSCS', 'STARBSHHTS', 'STARBBJALS', 'STARBBJZWS'}",3531239.3638869813,6525855.835933155,459983.10153387376,0.0,12193332.68181631,1136877.5094339624,0.0,1895094.4839560706,25742382.976560354,15724572.045703292,0.6108436837421481,0.25350628346549164,0.017868707102707233,操作型
Suzhou Kemiyou Technology,苏州科密优机电科技,2021,"{'SIEMESUEPS', 'SIEMESUTRT'}",70774332.53000002,15460832.30000002,6021802.399999999,1718151.18,0.0,苏州科密优机电科技,{'SIEMESUEPS'},0.0,1102770.8492857143,166108.37163522013,54805.198113207545,1794840.2296161908,0.0,0.0,0.0,3118524.6486503324,1794840.2296161908,0.5755414600917073,0.35361941094901495,0.053265050095759305,操作型
TE CONNECTIVITY,泰科电子,2020,"{'TYCOTSDXXS', 'TYCOTSHY2S'}",8782216.870000003,2407193.7300000023,1810874.45,135336.28,1953201.66,泰科电子,"{'TYCOTSDXXS', 'TYCOTSHY2S'}",668771.4663353018,96739.51782709183,111736.11555621591,0.0,675728.1714771054,0.0,0.0,72559.56079796118,1625534.831993676,1344499.6378124072,0.8271121672387749,0.05951242380235146,0.0687380629175288,操作型
TE CONNECTIVITY,泰科电子,2021,"{'TYCOTSDXXS', 'TYCOTSHY2S'}",8147383.630000001,1856086.9900000012,1691057.0,545792.9,1747361.97,泰科电子,"{'TYCOTSDXXS', 'TYCOTSHY2S'}",1354632.9140161725,473837.8298128931,213400.5925471698,0.0,2869348.275943396,0.0,0.0,139218.67861635218,5050438.290935984,4223981.189959569,0.8363593309397213,0.09382113046768423,0.042253875852747196,操作型
THERMO FISHER SCIENTIFIC,赛默飞世尔,2020,"{'FEIXXDLTZS', 'FISHJCDXXS', 'FEIXXXAEPS', 'FEIXXSHLDS'}",4407406.21,725605.6100000001,671906.21,4343.65,44.26,赛默飞世尔,"{'FEIXXDLTZS', 'FEIXXXAEPS', 'FEIXXSHLDS'}",128520.0,13009.0,0.0,0.0,0.0,0.0,0.0,120660.0,262189.0,128520.0,0.49018074747605733,0.04961687942667312,0.0,平衡型
THERMO FISHER SCIENTIFIC,赛默飞世尔,2021,"{'FEIXXDLTZS', 'FISHJCDXXS', 'FEIXXXAEPS', 'FEIXXSHLDS'}",4468301.130000004,844720.7600000047,538217.6,3361.84,82.31,赛默飞世尔,"{'FEIXXDLTZS', 'FISHJCDXXS', 'FEIXXXAEPS', 'FEIXXSHLDS'}",216340.0,264605.5212264151,0.0,192176.78025763543,158146.0786163522,34639.0,0.0,203110.0,1069017.3801004027,374486.07861635217,0.3503086905670142,0.24752218827495884,0.0,平衡型
Thermo Fisher Corporate,赛默飞世尔,2020,{'OLYXXSHKQS'},2702893.87,728098.1099999999,511523.18,559857.7699999999,846315.12,赛默飞世尔,{'OLYXXSHKQS'},217343.22641509434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217343.22641509434,217343.22641509434,1.0,0.0,0.0,操作型
Thermo Fisher Corporate,赛默飞世尔,2021,{'OLYXXSHKQS'},2194324.93,432251.5499999998,342832.26,313684.4900000002,1044436.28,赛默飞世尔,{'OLYXXSHKQS'},348873.9198113207,78629.11,0.0,0.0,0.0,0.0,0.0,0.0,427503.0298113207,348873.9198113207,0.816073560847737,0.18392643915226312,0.0,操作型
Tods,托德斯,2021,"{'TODSXSHHCS', 'TODSXSHTRD'}",8699207.92,-1821189.9099999988,668702.09,851385.43,2105979.11,托德斯,{'TODSXSHHCS'},291258.82464285713,345902.66738207545,0.0,0.0,66119.74531885715,0.0,0.0,0.0,703281.2373437897,357378.56996171427,0.5081588289081777,0.49184117109182246,0.0,操作型
Venchi,闻绮,2021,"{'VENCHSHKQS', 'VENCHSHTRT', 'VENCHSHWHS'}",2117997.67,351766.92000000004,83783.04000000001,157539.47,7088.46,闻绮,"{'VENCHSHKQS', 'VENCHSHWHS'}",29456.405660377357,134868.13724842767,7000.0,56900.0,116317.85905660377,0.0,0.0,0.0,344542.4019654088,145774.26471698112,0.423095281989752,0.39144133342974746,0.020316802692699584,平衡型
Weifu High-Technology Group,威孚高科技集团,2020,"{'WEIFTNBWHV', 'WEIFTNBWHS', 'WEIFTWXWHS'}",3292105.16,301908.82000000036,278838.15,7587.410000000021,963388.74,威孚高科技集团,"{'WEIFTNBWHV', 'WEIFTNBWHS', 'WEIFTWXWHS'}",0.0,0.0,0.0,0.0,136350.0,114145.56704328328,0.0,0.0,250495.56704328328,136350.0,0.5443210097863329,0.0,0.0,操作型
Weifu High-Technology Group,威孚高科技集团,2021,"{'WEIFTNBWHV', 'WEIFTNBWHS', 'WEIFTWXWHS'}",2560193.5300000003,60386.63000000009,456866.87,3023.350000000002,854278.33,威孚高科技集团,"{'WEIFTNBWHV', 'WEIFTNBWHS', 'WEIFTWXWHS'}",0.0,13392.272641509435,4706.5,0.0,661925.7736702606,190208.8057143214,0.0,0.0,870233.3520260914,661925.7736702606,0.7606302058283037,0.01538928910312312,0.005408319491596421,操作型
Yudo Motor,云度汽车,2021,"{'YUDOMPTTRR', 'YUDOMPTIHS', 'YUDOMPTTRD'}",856273.5100000001,121303.09000000007,53487.520000000004,392.31,0.0,云度汽车,"{'YUDOMPTTRR', 'YUDOMPTIHS'}",349056.60377358494,0.0,0.0,0.0,0.0,80867.85613420657,0.0,0.0,429924.4599077915,349056.60377358494,0.8119021742760326,0.0,0.0,操作型
ZEBRA TECHNOLOGIES,斑马技术,2021,"{'ZEBRASHALV', 'ZEBRASHALS'}",12922278.230003662,2308918.880003662,1841943.0300000003,79615.61,2002127.64,斑马技术,"{'ZEBRASHALV', 'ZEBRASHALS'}",754435.7744896048,2326137.1886120997,292214.5720172317,0.0,10264575926.907892,0.0,0.0,492556.56489979406,10268441271.00791,10265330362.682383,0.9996970418154593,0.0002265326476745555,2.845753939716978e-05,操作型
ZTE,中兴通讯,2020,"{'ZTEXXNJZXS', 'ZTESLGZTRD', 'ZTEXXSXXYD'}",42198405.47,3393819.429999989,1635755.55,24164.890000000003,115749.31999999999,中兴通讯,{'ZTEXXNJZXS'},49162.156399246174,0.0,0.0,0.0,243301.04345404188,156674.76570240117,0.0,42642.28320107936,491780.2487567686,292463.19985328807,0.5947030215073532,0.0,0.0,操作型
ZTE,中兴通讯,2021,"{'ZTEXXNJZXS', 'ZTESLGZTRD', 'ZTEXXSXXYD'}",38430825.04000001,-637891.3199999807,2069990.51,668425.41,0.0,中兴通讯,{'ZTEXXNJZXS'},134782.12187398254,0.0,0.0,0.0,307818.33052424237,113917.75524251415,0.0,18055.713866346858,574573.9215070859,442600.4523982249,0.7703107221387641,0.0,0.0,操作型
BMW Automotive,宝马中国,2020,"{'BMWXXCDTRT', 'BMWXXYJBMS', 'BMWXXSYTRT', 'BMWXXSHYSS', 'BMWXXFSTRT', 'BMWXXSHTRD', 'BMWXXSHYSH', 'BMWXXGDTRD'}",217696970.28,25766003.390000004,7409073.24,7026435.540000001,98996.28,宝马中国,"{'BMWXXSHYSS', 'BMWXXSHYSH', 'BMWXXYJBMS'}",128108.19811320756,759063.9292452831,9536142.716981133,928427.2141338959,8654504.22022327,0.0,0.0,0.0,20006246.27869679,8782612.418336477,0.43899351712412177,0.03794134685093603,0.4766582688295447,平衡型
BMW Automotive,宝马中国,2021,"{'BMWXXCDTRT', 'BMWXXYJBMS', 'BMWXXSYTRT', 'BMWXXSHYSS', 'BMWXXFSTRT', 'BMWXXSHTRD', 'BMWXXSHYSH', 'BMWXXGDTRD'}",189598583.6,23149577.730000023,7263431.01,7166030.42,78992.77,宝马中国,"{'BMWXXSHYSS', 'BMWXXSHYSH', 'BMWXXYJBMS'}",72169.7995283019,186815.5283018868,9853034.867924528,2068694.968553459,5234401.870959569,0.0,0.0,0.0,17415117.035267744,5306571.67048787,0.30471065223055427,0.010727204871696382,0.5657748293032384,增值型
BMW Brilliance Automotive,华晨宝马,2021,"{'BMWXXCDTRT', 'BMWIMSYTDD', 'BMWXXYJBMS', 'BMWXXBJTRT', 'BMWIMSYXXS', 'BMWIMSYTRT', 'BMWXXSYTRT', 'BMWXXSHYSS', 'BMWXXHFSFS', 'BMWIMBJTRT', 'BMWXXFSTRT', 'BMWXXSHTRD', 'BMWXXGDTRD'}",368669600.06,20327651.51999998,12996955.11,14680186.120000001,4080014.26,华晨宝马,"{'BMWIMSYXXS', 'BMWXXSHYSS', 'BMWXXYJBMS', 'BMWXXHFSFS'}",191459.9345283019,123104.1083018868,12474880.097924529,1255572.1698113207,7520204.985097934,0.0,0.0,0.0,21565221.29566397,7711664.919626235,0.3575973004819935,0.005708455601456722,0.5784721578736036,增值型
"Beijing Hangyu Kuaijie Freight Agency Co.,Ltd",北京航宇快捷货运代理有限公司,2020,{'VENCHSHKQS'},516523.41,47447.30000000004,72116.48,117362.07,18762.51,北京航宇快捷货运代理有限公司,{'VENCHSHKQS'},1967.0,65195.89622641509,114825.27358490566,0.0,21391.77513477089,0.0,0.0,0.0,203379.94494609165,23358.77513477089,0.11485289339104905,0.3205620703835674,0.5645850362253835,增值型
Diodes,美台半导体,2020,"{'DIODETP01T', 'DIODEI172S', 'DIODESHFTS'}",32360842.060000002,5983047.790000002,8338909.63,5877765.48,423281.25,美台半导体,{'DIODESHFTS'},130559.78509525125,169707.1946993819,405973.0380221015,0.0,0.0,0.0,0.0,33330.005619029784,739570.0234357644,130559.78509525125,0.1765347174142072,0.22946737877636797,0.5489311696762713,增值型
